interaction_id,user_id,destination_id,event_type,rating,timestamp
INT_000742,USR_00692,DEST_0055,booked,,2025-10-13T11:09:43Z
INT_000743,USR_00576,DEST_0002,viewed,,2025-12-30T11:09:43Z
INT_000744,USR_00927,DEST_0004,viewed,,2026-04-29T11:09:43Z
INT_000745,USR_00698,DEST_0133,bookmarked,,2025-07-05T11:09:43Z
INT_000746,USR_00442,DEST_0016,viewed,,2025-08-27T11:09:43Z
INT_000747,USR_00626,DEST_0011,viewed,,2026-01-26T11:09:43Z
INT_000748,USR_00305,DEST_0011,bookmarked,,2025-10-25T11:09:43Z
INT_000749,USR_00365,DEST_0005,viewed,,2026-02-24T11:09:43Z
INT_000750,USR_00644,DEST_0250,viewed,,2026-03-28T11:09:43Z
INT_000751,USR_00730,DEST_0114,bookmarked,,2026-05-04T11:09:43Z
INT_000752,USR_00883,DEST_0022,viewed,,2025-09-29T11:09:43Z
INT_000753,USR_00790,DEST_0091,bookmarked,,2025-07-20T11:09:43Z
INT_000754,USR_00474,DEST_0105,bookmarked,,2026-02-05T11:09:43Z
INT_000755,USR_00164,DEST_0041,viewed,,2025-07-09T11:09:43Z
INT_000756,USR_00629,DEST_0136,bookmarked,,2026-06-18T11:09:43Z
INT_000757,USR_00526,DEST_0147,reviewed,5,2026-05-29T11:09:43Z
INT_000758,USR_00305,DEST_0229,viewed,,2026-02-09T11:09:43Z
INT_000759,USR_00628,DEST_0123,viewed,,2025-06-29T11:09:43Z
INT_000760,USR_00830,DEST_0016,viewed,,2026-06-15T11:09:43Z
INT_000761,USR_00794,DEST_0179,viewed,,2026-05-30T11:09:43Z
INT_000762,USR_00037,DEST_0067,viewed,,2026-03-13T11:09:43Z
INT_000763,USR_00980,DEST_0110,booked,,2025-12-02T11:09:43Z
INT_000764,USR_00027,DEST_0094,bookmarked,,2025-12-09T11:09:43Z
INT_000765,USR_00546,DEST_0064,bookmarked,,2025-07-03T11:09:43Z
INT_000766,USR_00726,DEST_0067,bookmarked,,2025-07-17T11:09:43Z
INT_000767,USR_00613,DEST_0078,bookmarked,,2025-08-07T11:09:43Z
INT_000768,USR_00411,DEST_0012,booked,,2026-01-05T11:09:43Z
INT_000769,USR_00703,DEST_0014,viewed,,2025-11-21T11:09:43Z
INT_000770,USR_00806,DEST_0123,booked,,2026-03-29T11:09:43Z
INT_000771,USR_00051,DEST_0269,viewed,,2025-11-12T11:09:43Z
INT_000772,USR_00161,DEST_0220,bookmarked,,2025-08-10T11:09:43Z
INT_000773,USR_00970,DEST_0185,bookmarked,,2026-03-27T11:09:43Z
INT_000774,USR_00332,DEST_0167,bookmarked,,2026-04-09T11:09:43Z
INT_000775,USR_00800,DEST_0123,booked,,2026-06-10T11:09:43Z
INT_000776,USR_00733,DEST_0105,bookmarked,,2025-10-27T11:09:43Z
INT_000777,USR_00829,DEST_0105,viewed,,2026-01-24T11:09:43Z
INT_000778,USR_00368,DEST_0220,viewed,,2026-03-03T11:09:43Z
INT_000779,USR_00906,DEST_0115,booked,,2025-11-05T11:09:43Z
INT_000780,USR_00943,DEST_0214,bookmarked,,2025-07-28T11:09:43Z
INT_000781,USR_00922,DEST_0085,bookmarked,,2026-02-24T11:09:43Z
INT_000782,USR_00871,DEST_0215,viewed,,2026-04-11T11:09:43Z
INT_000783,USR_00530,DEST_0217,viewed,,2025-07-25T11:09:43Z
INT_000784,USR_00503,DEST_0130,bookmarked,,2025-10-12T11:09:43Z
INT_000785,USR_00200,DEST_0161,bookmarked,,2025-10-24T11:09:43Z
INT_000786,USR_00541,DEST_0075,viewed,,2026-06-28T11:09:43Z
INT_000787,USR_00609,DEST_0177,viewed,,2026-05-07T11:09:43Z
INT_000788,USR_00139,DEST_0128,viewed,,2025-10-19T11:09:43Z
INT_000789,USR_00609,DEST_0018,bookmarked,,2025-10-27T11:09:43Z
INT_000790,USR_00806,DEST_0156,viewed,,2025-08-15T11:09:43Z
INT_000791,USR_00069,DEST_0059,bookmarked,,2026-06-11T11:09:43Z
INT_000792,USR_00917,DEST_0020,viewed,,2025-08-13T11:09:43Z
INT_000793,USR_00122,DEST_0123,viewed,,2025-08-10T11:09:43Z
INT_000794,USR_00952,DEST_0030,bookmarked,,2026-04-04T11:09:43Z
INT_000795,USR_00553,DEST_0237,bookmarked,,2025-09-18T11:09:43Z
INT_000796,USR_00499,DEST_0010,viewed,,2026-03-09T11:09:43Z
INT_000797,USR_00909,DEST_0151,bookmarked,,2026-04-02T11:09:43Z
INT_000798,USR_00160,DEST_0185,viewed,,2025-11-13T11:09:43Z
INT_000799,USR_00688,DEST_0076,bookmarked,,2025-06-28T11:09:43Z
INT_000800,USR_00384,DEST_0220,viewed,,2025-08-13T11:09:43Z
INT_000801,USR_00847,DEST_0177,bookmarked,,2026-06-22T11:09:43Z
INT_000802,USR_00183,DEST_0094,viewed,,2025-09-28T11:09:43Z
INT_000803,USR_00606,DEST_0199,viewed,,2026-05-22T11:09:43Z
INT_000804,USR_00888,DEST_0088,reviewed,4,2026-03-13T11:09:43Z
INT_000805,USR_00006,DEST_0179,viewed,,2025-07-12T11:09:43Z
INT_000806,USR_00500,DEST_0005,bookmarked,,2025-10-05T11:09:43Z
INT_000807,USR_00529,DEST_0170,viewed,,2026-01-19T11:09:43Z
INT_000808,USR_00659,DEST_0261,reviewed,4,2026-04-14T11:09:43Z
INT_000809,USR_00166,DEST_0176,bookmarked,,2026-04-22T11:09:43Z
INT_000810,USR_00111,DEST_0020,bookmarked,,2025-08-10T11:09:43Z
INT_000811,USR_00845,DEST_0006,reviewed,4,2026-03-22T11:09:43Z
INT_000812,USR_00706,DEST_0013,viewed,,2026-01-26T11:09:43Z
INT_000813,USR_00268,DEST_0261,viewed,,2025-10-25T11:09:43Z
INT_000814,USR_00085,DEST_0023,booked,,2025-07-15T11:09:43Z
INT_000815,USR_00175,DEST_0004,viewed,,2025-10-01T11:09:43Z
INT_000816,USR_00851,DEST_0085,reviewed,4,2026-01-24T11:09:43Z
INT_000817,USR_00348,DEST_0002,bookmarked,,2025-09-05T11:09:43Z
INT_000818,USR_00611,DEST_0165,bookmarked,,2025-11-09T11:09:43Z
INT_000819,USR_00722,DEST_0001,viewed,,2025-12-22T11:09:43Z
INT_000820,USR_00236,DEST_0020,bookmarked,,2025-08-07T11:09:43Z
INT_000821,USR_00256,DEST_0213,bookmarked,,2026-04-09T11:09:43Z
INT_000822,USR_00514,DEST_0251,bookmarked,,2025-06-29T11:09:43Z
INT_000823,USR_00197,DEST_0010,viewed,,2025-07-15T11:09:43Z
INT_000824,USR_00525,DEST_0253,bookmarked,,2026-05-13T11:09:43Z
INT_000825,USR_00399,DEST_0076,viewed,,2026-02-09T11:09:43Z
INT_000826,USR_00867,DEST_0237,viewed,,2026-05-04T11:09:43Z
INT_000827,USR_00108,DEST_0142,viewed,,2026-05-22T11:09:43Z
INT_000828,USR_00090,DEST_0076,viewed,,2026-03-26T11:09:43Z
INT_000829,USR_00204,DEST_0027,viewed,,2026-04-03T11:09:43Z
INT_000830,USR_00084,DEST_0060,bookmarked,,2025-08-08T11:09:43Z
INT_000831,USR_00452,DEST_0125,viewed,,2026-02-21T11:09:43Z
INT_000832,USR_00073,DEST_0152,viewed,,2026-02-08T11:09:43Z
INT_000833,USR_00446,DEST_0170,viewed,,2026-06-11T11:09:43Z
INT_000834,USR_00324,DEST_0212,viewed,,2026-04-06T11:09:43Z
INT_000835,USR_00372,DEST_0096,bookmarked,,2026-04-28T11:09:43Z
INT_000836,USR_00066,DEST_0141,bookmarked,,2025-08-06T11:09:43Z
INT_000837,USR_00270,DEST_0023,viewed,,2025-08-26T11:09:43Z
INT_000838,USR_00198,DEST_0067,viewed,,2025-09-05T11:09:43Z
INT_000839,USR_00288,DEST_0261,viewed,,2026-05-06T11:09:43Z
INT_000840,USR_00614,DEST_0219,viewed,,2025-12-19T11:09:43Z
INT_000841,USR_00102,DEST_0083,bookmarked,,2026-06-03T11:09:43Z
INT_000842,USR_00586,DEST_0097,bookmarked,,2026-05-23T11:09:43Z
INT_000843,USR_00002,DEST_0219,bookmarked,,2025-08-19T11:09:43Z
INT_000844,USR_00483,DEST_0240,bookmarked,,2025-07-18T11:09:43Z
INT_000845,USR_00263,DEST_0105,bookmarked,,2025-12-12T11:09:43Z
INT_000846,USR_00798,DEST_0177,bookmarked,,2026-04-07T11:09:43Z
INT_000847,USR_00806,DEST_0152,bookmarked,,2025-11-21T11:09:43Z
INT_000848,USR_00148,DEST_0031,bookmarked,,2026-06-20T11:09:43Z
INT_000849,USR_00680,DEST_0160,viewed,,2025-08-30T11:09:43Z
INT_000850,USR_00442,DEST_0018,reviewed,5,2026-01-26T11:09:43Z
INT_000851,USR_00689,DEST_0004,viewed,,2026-01-24T11:09:43Z
INT_000852,USR_00117,DEST_0043,viewed,,2026-06-14T11:09:43Z
INT_000853,USR_00776,DEST_0036,viewed,,2026-04-22T11:09:43Z
INT_000854,USR_00702,DEST_0153,viewed,,2026-02-22T11:09:43Z
INT_000855,USR_00331,DEST_0141,viewed,,2026-01-28T11:09:43Z
INT_000856,USR_00358,DEST_0186,bookmarked,,2026-01-04T11:09:43Z
INT_000857,USR_00764,DEST_0170,bookmarked,,2025-09-25T11:09:43Z
INT_000858,USR_00215,DEST_0261,viewed,,2026-03-07T11:09:43Z
INT_000859,USR_00356,DEST_0167,viewed,,2025-09-30T11:09:43Z
INT_000860,USR_00082,DEST_0174,bookmarked,,2026-06-12T11:09:43Z
INT_000861,USR_00259,DEST_0194,viewed,,2025-07-26T11:09:43Z
INT_000862,USR_00824,DEST_0028,viewed,,2025-08-05T11:09:43Z
INT_000863,USR_00123,DEST_0037,viewed,,2025-09-11T11:09:43Z
INT_000864,USR_00029,DEST_0131,bookmarked,,2026-04-08T11:09:43Z
INT_000865,USR_00124,DEST_0022,viewed,,2025-09-03T11:09:43Z
INT_000866,USR_00545,DEST_0086,reviewed,4,2026-03-04T11:09:43Z
INT_000867,USR_00351,DEST_0182,viewed,,2025-09-27T11:09:43Z
INT_000868,USR_00794,DEST_0003,bookmarked,,2026-06-03T11:09:43Z
INT_000869,USR_00806,DEST_0229,viewed,,2025-07-13T11:09:43Z
INT_000870,USR_00290,DEST_0003,viewed,,2025-12-01T11:09:43Z
INT_000871,USR_00796,DEST_0111,viewed,,2026-03-16T11:09:43Z
INT_000872,USR_00637,DEST_0176,viewed,,2025-11-08T11:09:43Z
INT_000873,USR_00720,DEST_0018,reviewed,4,2026-03-04T11:09:43Z
INT_000874,USR_00781,DEST_0004,bookmarked,,2026-04-13T11:09:43Z
INT_000875,USR_00272,DEST_0014,bookmarked,,2025-12-05T11:09:43Z
INT_000876,USR_00111,DEST_0003,viewed,,2025-12-17T11:09:43Z
INT_000877,USR_00496,DEST_0004,bookmarked,,2026-06-02T11:09:43Z
INT_000878,USR_00488,DEST_0231,bookmarked,,2025-09-19T11:09:43Z
INT_000879,USR_00222,DEST_0174,bookmarked,,2026-03-03T11:09:43Z
INT_000880,USR_00976,DEST_0142,bookmarked,,2025-07-09T11:09:43Z
INT_000881,USR_00547,DEST_0030,booked,,2025-09-18T11:09:43Z
INT_000882,USR_00221,DEST_0153,bookmarked,,2025-09-27T11:09:43Z
INT_000883,USR_00910,DEST_0185,bookmarked,,2025-07-08T11:09:43Z
INT_000884,USR_00718,DEST_0091,viewed,,2026-02-16T11:09:43Z
INT_000885,USR_00814,DEST_0219,viewed,,2025-07-21T11:09:43Z
INT_000886,USR_00049,DEST_0010,bookmarked,,2026-01-04T11:09:43Z
INT_000887,USR_00094,DEST_0122,viewed,,2025-08-14T11:09:43Z
INT_000888,USR_00949,DEST_0072,viewed,,2025-08-02T11:09:43Z
INT_000889,USR_00720,DEST_0199,viewed,,2026-05-14T11:09:43Z
INT_000890,USR_00561,DEST_0185,bookmarked,,2025-10-05T11:09:43Z
INT_000891,USR_00781,DEST_0006,reviewed,5,2025-10-10T11:09:43Z
INT_000892,USR_00872,DEST_0073,viewed,,2026-04-17T11:09:43Z
INT_000893,USR_00271,DEST_0179,viewed,,2025-12-07T11:09:43Z
INT_000894,USR_00326,DEST_0092,booked,,2025-10-14T11:09:43Z
INT_000895,USR_00898,DEST_0004,viewed,,2025-12-03T11:09:43Z
INT_000896,USR_00462,DEST_0013,viewed,,2026-03-07T11:09:43Z
INT_000897,USR_00745,DEST_0076,reviewed,4,2025-09-28T11:09:43Z
INT_000898,USR_00705,DEST_0014,viewed,,2026-01-06T11:09:43Z
INT_000899,USR_00918,DEST_0136,viewed,,2026-05-28T11:09:43Z
INT_000900,USR_00729,DEST_0017,viewed,,2026-04-14T11:09:43Z
INT_000901,USR_00409,DEST_0109,viewed,,2025-10-18T11:09:43Z
INT_000902,USR_00871,DEST_0130,viewed,,2025-09-14T11:09:43Z
INT_000903,USR_00693,DEST_0067,bookmarked,,2025-08-16T11:09:43Z
INT_000904,USR_00024,DEST_0260,booked,,2026-02-01T11:09:43Z
INT_000905,USR_00652,DEST_0261,viewed,,2025-11-16T11:09:43Z
INT_000906,USR_00957,DEST_0139,viewed,,2026-01-21T11:09:43Z
INT_000907,USR_00911,DEST_0220,viewed,,2026-05-23T11:09:43Z
INT_000908,USR_00625,DEST_0192,viewed,,2026-01-15T11:09:43Z
INT_000909,USR_00747,DEST_0109,viewed,,2025-12-03T11:09:43Z
INT_000910,USR_00017,DEST_0156,viewed,,2026-03-30T11:09:43Z
INT_000911,USR_00126,DEST_0179,bookmarked,,2026-04-21T11:09:43Z
INT_000912,USR_00211,DEST_0007,reviewed,5,2025-11-10T11:09:43Z
INT_000913,USR_00274,DEST_0002,viewed,,2025-09-13T11:09:43Z
INT_000914,USR_00755,DEST_0263,reviewed,3,2025-09-08T11:09:43Z
INT_000915,USR_00908,DEST_0174,bookmarked,,2026-03-26T11:09:43Z
INT_000916,USR_00555,DEST_0237,bookmarked,,2025-10-30T11:09:43Z
INT_000917,USR_00761,DEST_0186,viewed,,2025-07-06T11:09:43Z
INT_000918,USR_00477,DEST_0198,viewed,,2025-10-14T11:09:43Z
INT_000919,USR_00783,DEST_0269,viewed,,2026-02-01T11:09:43Z
INT_000920,USR_00579,DEST_0130,bookmarked,,2025-07-21T11:09:43Z
INT_000921,USR_00267,DEST_0110,reviewed,3,2026-05-10T11:09:43Z
INT_000922,USR_00531,DEST_0017,viewed,,2025-10-11T11:09:43Z
INT_000923,USR_00037,DEST_0047,bookmarked,,2025-09-23T11:09:43Z
INT_000924,USR_00071,DEST_0122,viewed,,2026-02-04T11:09:43Z
INT_000925,USR_00034,DEST_0149,bookmarked,,2025-08-30T11:09:43Z
INT_000926,USR_00301,DEST_0170,bookmarked,,2025-09-08T11:09:43Z
INT_000927,USR_00729,DEST_0269,viewed,,2025-07-18T11:09:43Z
INT_000928,USR_00239,DEST_0080,bookmarked,,2026-01-08T11:09:43Z
INT_000929,USR_00096,DEST_0098,viewed,,2026-03-12T11:09:43Z
INT_000930,USR_00027,DEST_0011,reviewed,4,2025-11-23T11:09:43Z
INT_000931,USR_00947,DEST_0091,reviewed,4,2026-05-13T11:09:43Z
INT_000932,USR_00840,DEST_0220,reviewed,4,2026-03-10T11:09:43Z
INT_000933,USR_00887,DEST_0004,reviewed,5,2025-10-10T11:09:43Z
INT_000934,USR_00774,DEST_0047,viewed,,2026-05-15T11:09:43Z
INT_000935,USR_00306,DEST_0056,viewed,,2025-09-04T11:09:43Z
INT_000936,USR_00965,DEST_0161,viewed,,2025-11-09T11:09:43Z
INT_000937,USR_00284,DEST_0011,reviewed,5,2025-09-14T11:09:43Z
INT_000938,USR_00942,DEST_0015,bookmarked,,2026-04-03T11:09:43Z
INT_000939,USR_00813,DEST_0078,bookmarked,,2026-03-18T11:09:43Z
INT_000940,USR_00625,DEST_0105,viewed,,2026-05-16T11:09:43Z
INT_000941,USR_00523,DEST_0243,booked,,2025-07-18T11:09:43Z
INT_000942,USR_00741,DEST_0027,booked,,2026-02-12T11:09:43Z
INT_000943,USR_00174,DEST_0027,bookmarked,,2025-12-24T11:09:43Z
INT_000944,USR_00036,DEST_0004,booked,,2026-04-04T11:09:43Z
INT_000945,USR_00982,DEST_0203,viewed,,2026-03-10T11:09:43Z
INT_000946,USR_00187,DEST_0235,bookmarked,,2025-07-26T11:09:43Z
INT_000947,USR_00258,DEST_0237,reviewed,5,2026-02-09T11:09:43Z
INT_000948,USR_00578,DEST_0006,viewed,,2026-05-19T11:09:43Z
INT_000949,USR_00196,DEST_0087,viewed,,2025-12-15T11:09:43Z
INT_000950,USR_00270,DEST_0045,booked,,2025-10-10T11:09:43Z
INT_000951,USR_00581,DEST_0151,bookmarked,,2025-09-28T11:09:43Z
INT_000952,USR_00030,DEST_0008,reviewed,4,2025-10-16T11:09:43Z
INT_000953,USR_00943,DEST_0084,booked,,2026-03-19T11:09:43Z
INT_000954,USR_00861,DEST_0157,bookmarked,,2026-01-17T11:09:43Z
INT_000955,USR_00579,DEST_0237,bookmarked,,2025-08-10T11:09:43Z
INT_000956,USR_00096,DEST_0177,booked,,2026-06-08T11:09:43Z
INT_000957,USR_00477,DEST_0217,reviewed,4,2025-12-24T11:09:43Z
INT_000958,USR_00330,DEST_0128,bookmarked,,2025-09-09T11:09:43Z
INT_000959,USR_00624,DEST_0130,viewed,,2025-12-19T11:09:43Z
INT_000960,USR_00718,DEST_0093,bookmarked,,2026-01-27T11:09:43Z
INT_000961,USR_00229,DEST_0060,bookmarked,,2026-03-30T11:09:43Z
INT_000962,USR_00556,DEST_0107,viewed,,2025-08-16T11:09:43Z
INT_000963,USR_00172,DEST_0214,bookmarked,,2025-11-06T11:09:43Z
INT_000964,USR_00163,DEST_0186,viewed,,2025-10-08T11:09:43Z
INT_000965,USR_00743,DEST_0149,viewed,,2025-08-14T11:09:43Z
INT_000966,USR_00924,DEST_0177,bookmarked,,2025-07-26T11:09:43Z
INT_000967,USR_00519,DEST_0150,viewed,,2025-07-27T11:09:43Z
INT_000968,USR_00350,DEST_0027,viewed,,2025-07-23T11:09:43Z
INT_000969,USR_00601,DEST_0006,viewed,,2025-08-24T11:09:43Z
INT_000970,USR_00432,DEST_0216,bookmarked,,2025-08-20T11:09:43Z
INT_000971,USR_00087,DEST_0170,bookmarked,,2025-08-24T11:09:43Z
INT_000972,USR_00187,DEST_0135,viewed,,2025-10-18T11:09:43Z
INT_000973,USR_00026,DEST_0225,viewed,,2025-11-26T11:09:43Z
INT_000974,USR_00573,DEST_0260,viewed,,2026-06-21T11:09:43Z
INT_000975,USR_00032,DEST_0161,booked,,2025-10-25T11:09:43Z
INT_000976,USR_00591,DEST_0071,bookmarked,,2026-05-23T11:09:43Z
INT_000977,USR_00083,DEST_0208,viewed,,2025-11-01T11:09:43Z
INT_000978,USR_00764,DEST_0120,viewed,,2026-05-31T11:09:43Z
INT_000979,USR_00146,DEST_0001,booked,,2026-01-31T11:09:43Z
INT_000980,USR_00460,DEST_0175,bookmarked,,2026-04-02T11:09:43Z
INT_000981,USR_00442,DEST_0137,bookmarked,,2026-01-08T11:09:43Z
INT_000982,USR_00736,DEST_0012,bookmarked,,2026-01-14T11:09:43Z
INT_000983,USR_00853,DEST_0130,bookmarked,,2025-09-26T11:09:43Z
INT_000984,USR_00047,DEST_0072,viewed,,2025-12-23T11:09:43Z
INT_000985,USR_00605,DEST_0096,viewed,,2025-12-16T11:09:43Z
INT_000986,USR_00468,DEST_0152,viewed,,2025-08-28T11:09:43Z
INT_000987,USR_00856,DEST_0167,bookmarked,,2026-01-09T11:09:43Z
INT_000988,USR_00867,DEST_0116,bookmarked,,2026-02-07T11:09:43Z
INT_000989,USR_00978,DEST_0256,viewed,,2025-11-07T11:09:43Z
INT_000990,USR_00981,DEST_0016,viewed,,2026-04-09T11:09:43Z
INT_000991,USR_00409,DEST_0230,bookmarked,,2026-03-07T11:09:43Z
INT_000992,USR_00716,DEST_0012,reviewed,5,2026-01-07T11:09:43Z
INT_000993,USR_00593,DEST_0243,viewed,,2025-10-18T11:09:43Z
INT_000994,USR_00641,DEST_0072,viewed,,2025-12-16T11:09:43Z
INT_000995,USR_00419,DEST_0130,bookmarked,,2025-09-02T11:09:43Z
INT_000996,USR_00507,DEST_0010,viewed,,2025-12-02T11:09:43Z
INT_000997,USR_00923,DEST_0085,viewed,,2025-10-07T11:09:43Z
INT_000998,USR_00087,DEST_0003,viewed,,2026-05-27T11:09:43Z
INT_000999,USR_00768,DEST_0123,viewed,,2026-02-04T11:09:43Z
INT_001000,USR_00488,DEST_0010,booked,,2025-09-14T11:09:43Z
INT_001001,USR_00329,DEST_0096,viewed,,2025-08-01T11:09:43Z
INT_001002,USR_00508,DEST_0138,viewed,,2026-03-07T11:09:43Z
INT_001003,USR_00140,DEST_0095,viewed,,2025-12-31T11:09:43Z
INT_001004,USR_00050,DEST_0080,bookmarked,,2026-05-21T11:09:43Z
INT_001005,USR_00125,DEST_0134,booked,,2025-07-09T11:09:43Z
INT_001006,USR_00389,DEST_0230,viewed,,2026-06-05T11:09:43Z
INT_001007,USR_00989,DEST_0165,viewed,,2026-05-30T11:09:43Z
INT_001008,USR_00552,DEST_0016,viewed,,2026-02-28T11:09:43Z
INT_001009,USR_00246,DEST_0230,viewed,,2026-05-04T11:09:43Z
INT_001010,USR_00310,DEST_0025,viewed,,2026-04-25T11:09:43Z
INT_001011,USR_00561,DEST_0115,viewed,,2026-03-23T11:09:43Z
INT_001012,USR_00237,DEST_0019,bookmarked,,2025-07-05T11:09:43Z
INT_001013,USR_00685,DEST_0011,viewed,,2025-08-30T11:09:43Z
INT_001014,USR_00741,DEST_0010,booked,,2025-12-24T11:09:43Z
INT_001015,USR_00015,DEST_0265,viewed,,2025-11-09T11:09:43Z
INT_001016,USR_00233,DEST_0190,bookmarked,,2025-10-31T11:09:43Z
INT_001017,USR_00460,DEST_0009,reviewed,4,2025-07-14T11:09:43Z
INT_001018,USR_00819,DEST_0080,bookmarked,,2026-03-25T11:09:43Z
INT_001019,USR_00827,DEST_0076,viewed,,2026-02-08T11:09:43Z
INT_001020,USR_00967,DEST_0261,bookmarked,,2025-12-07T11:09:43Z
INT_001021,USR_00275,DEST_0014,viewed,,2025-07-29T11:09:43Z
INT_001022,USR_00080,DEST_0011,viewed,,2025-10-28T11:09:43Z
INT_001023,USR_00518,DEST_0177,bookmarked,,2025-12-25T11:09:43Z
INT_001024,USR_00297,DEST_0123,bookmarked,,2025-07-12T11:09:43Z
INT_001025,USR_00079,DEST_0017,viewed,,2025-07-11T11:09:43Z
INT_001026,USR_00708,DEST_0091,bookmarked,,2025-10-01T11:09:43Z
INT_001027,USR_00527,DEST_0011,viewed,,2026-01-03T11:09:43Z
INT_001028,USR_00577,DEST_0078,bookmarked,,2026-05-22T11:09:43Z
INT_001029,USR_00112,DEST_0005,reviewed,4,2025-09-07T11:09:43Z
INT_001030,USR_00939,DEST_0011,viewed,,2026-06-20T11:09:43Z
INT_001031,USR_00148,DEST_0008,viewed,,2025-06-28T11:09:43Z
INT_001032,USR_00004,DEST_0015,viewed,,2026-02-13T11:09:43Z
INT_001033,USR_00099,DEST_0265,viewed,,2025-10-04T11:09:43Z
INT_001034,USR_00600,DEST_0214,booked,,2025-11-05T11:09:43Z
INT_001035,USR_00345,DEST_0179,bookmarked,,2025-08-28T11:09:43Z
INT_001036,USR_00413,DEST_0003,bookmarked,,2026-02-13T11:09:43Z
INT_001037,USR_00389,DEST_0049,viewed,,2025-10-28T11:09:43Z
INT_001038,USR_00964,DEST_0237,viewed,,2025-12-05T11:09:43Z
INT_001039,USR_00791,DEST_0014,viewed,,2026-01-27T11:09:43Z
INT_001040,USR_00083,DEST_0116,reviewed,4,2026-06-18T11:09:43Z
INT_001041,USR_00324,DEST_0046,viewed,,2025-09-12T11:09:43Z
INT_001042,USR_00282,DEST_0241,viewed,,2026-06-24T11:09:43Z
INT_001043,USR_00862,DEST_0020,viewed,,2026-04-28T11:09:43Z
INT_001044,USR_00281,DEST_0238,booked,,2025-09-22T11:09:43Z
INT_001045,USR_00742,DEST_0007,bookmarked,,2025-12-17T11:09:43Z
INT_001046,USR_00957,DEST_0012,viewed,,2026-02-14T11:09:43Z
INT_001047,USR_00388,DEST_0147,bookmarked,,2026-04-22T11:09:43Z
INT_001048,USR_00994,DEST_0214,bookmarked,,2026-01-03T11:09:43Z
INT_001049,USR_00257,DEST_0267,viewed,,2026-01-07T11:09:43Z
INT_001050,USR_00510,DEST_0177,viewed,,2026-06-26T11:09:43Z
INT_001051,USR_00573,DEST_0177,bookmarked,,2025-08-30T11:09:43Z
INT_001052,USR_00433,DEST_0106,viewed,,2026-04-10T11:09:43Z
INT_001053,USR_00884,DEST_0008,bookmarked,,2026-06-09T11:09:43Z
INT_001054,USR_00839,DEST_0148,booked,,2025-11-10T11:09:43Z
INT_001055,USR_00406,DEST_0230,viewed,,2025-10-15T11:09:43Z
INT_001056,USR_00716,DEST_0099,viewed,,2025-07-11T11:09:43Z
INT_001057,USR_00728,DEST_0170,bookmarked,,2025-07-01T11:09:43Z
INT_001058,USR_00036,DEST_0250,bookmarked,,2025-11-18T11:09:43Z
INT_001059,USR_00898,DEST_0007,bookmarked,,2026-03-23T11:09:43Z
INT_001060,USR_00958,DEST_0225,viewed,,2026-06-23T11:09:43Z
INT_001061,USR_00823,DEST_0165,bookmarked,,2025-08-05T11:09:43Z
INT_001062,USR_00947,DEST_0013,bookmarked,,2026-06-28T11:09:43Z
INT_001063,USR_00079,DEST_0128,viewed,,2025-07-24T11:09:43Z
INT_001064,USR_00957,DEST_0237,bookmarked,,2026-01-02T11:09:43Z
INT_001065,USR_00854,DEST_0128,bookmarked,,2026-03-05T11:09:43Z
INT_001066,USR_00371,DEST_0272,bookmarked,,2026-02-24T11:09:43Z
INT_001067,USR_00575,DEST_0170,bookmarked,,2026-05-21T11:09:43Z
INT_001068,USR_00710,DEST_0014,viewed,,2025-12-22T11:09:43Z
INT_001069,USR_00168,DEST_0244,booked,,2026-03-22T11:09:43Z
INT_001070,USR_00275,DEST_0261,bookmarked,,2026-01-04T11:09:43Z
INT_001071,USR_00804,DEST_0213,viewed,,2025-12-23T11:09:43Z
INT_001072,USR_00725,DEST_0013,viewed,,2026-02-01T11:09:43Z
INT_001073,USR_00189,DEST_0001,viewed,,2025-08-09T11:09:43Z
INT_001074,USR_00265,DEST_0010,viewed,,2025-09-20T11:09:43Z
INT_001075,USR_00268,DEST_0004,reviewed,5,2025-11-14T11:09:43Z
INT_001076,USR_00989,DEST_0142,bookmarked,,2025-12-10T11:09:43Z
INT_001077,USR_00455,DEST_0198,bookmarked,,2025-11-01T11:09:43Z
INT_001078,USR_00362,DEST_0268,viewed,,2026-05-28T11:09:43Z
INT_001079,USR_00628,DEST_0004,viewed,,2026-01-13T11:09:43Z
INT_001080,USR_00758,DEST_0105,reviewed,4,2025-08-10T11:09:43Z
INT_001081,USR_00905,DEST_0229,bookmarked,,2025-09-06T11:09:43Z
INT_001082,USR_00254,DEST_0140,viewed,,2026-03-09T11:09:43Z
INT_001083,USR_00394,DEST_0114,viewed,,2025-10-14T11:09:43Z
INT_001084,USR_00388,DEST_0214,viewed,,2026-03-24T11:09:43Z
INT_001085,USR_00396,DEST_0147,viewed,,2026-01-20T11:09:43Z
INT_001086,USR_00418,DEST_0118,bookmarked,,2025-09-12T11:09:43Z
INT_001087,USR_00373,DEST_0013,viewed,,2026-05-02T11:09:43Z
INT_001088,USR_00127,DEST_0120,bookmarked,,2025-09-09T11:09:43Z
INT_001089,USR_00841,DEST_0016,reviewed,4,2025-10-20T11:09:43Z
INT_001090,USR_00313,DEST_0057,viewed,,2026-04-26T11:09:43Z
INT_001091,USR_00270,DEST_0219,bookmarked,,2025-12-11T11:09:43Z
INT_001092,USR_00518,DEST_0097,viewed,,2025-11-15T11:09:43Z
