event_id,event_name,posted_by_user_id,nearest_known_destination,district,province,event_date,true_latitude,true_longitude,reported_latitude,reported_longitude,submission_method,distance_error_m,location_accuracy_score,accuracy_tier,is_verified_for_display
EVT21306,Community New Year Carnival,U12396,Nilaveli Beach,Trincomalee,Eastern,2023-10-02,8.70519,81.18014,8.70534,81.16822,Manual Map Pin,1308.1,19.5,Very Low,False
EVT21307,Village Perahera,U10671,Ravana Falls Abseiling,Badulla,Uva,2025-06-11,6.88859,81.05124,6.88887,81.05197,GPS Auto-Tag,86.5,89.8,High,True
EVT21308,Private Wedding,U06813,Mulkirigala Rock Monastery,Hambantota,Southern,2025-03-10,6.1635,80.88136,6.16367,80.88043,GPS Auto-Tag,103.8,87.8,High,True
EVT21309,Corporate Retreat Event,U09068,Royal Botanical Garden Peradeniya,Kandy,Central,2024-10-05,7.25742,80.59881,7.25911,80.59669,GPS Auto-Tag,299.6,68.8,Medium,True
EVT21310,Village Perahera,U05883,Sinharaja Forest Reserve Nature Walk,Ratnapura/Galle,Sabaragamuwa,2024-02-18,6.39036,80.49353,6.37846,80.48891,Manual Map Pin,1415.6,17.0,Very Low,False
EVT21311,Corporate Retreat Event,U07058,Wilpattu National Park Safari,Puttalam,North Western,2023-04-02,8.45643,80.0591,8.45527,80.06299,Manual Map Pin,446.1,57.3,Low,False
EVT21312,Full Moon Party,U09321,Bopath Ella Falls Trek,Ratnapura,Sabaragamuwa,2025-07-21,6.73951,80.37269,6.73758,80.37337,GPS Auto-Tag,227.2,75.3,Medium,True
EVT21313,Beach Party,U11567,Rathnapura Gem Mining Tour,Ratnapura,Sabaragamuwa,2024-01-07,6.68462,80.39304,6.6857,80.39494,GPS Auto-Tag,241.2,74.0,Medium,True
EVT21314,Food & Craft Fair,U16761,"New Year's Eve Countdown, Galle Face",Colombo,Western,2024-08-20,6.92245,79.83419,6.91315,79.82842,Manual Map Pin,1211.8,22.0,Very Low,False
EVT21315,Food & Craft Fair,U13776,Wilpattu National Park Safari,Puttalam,North Western,2023-04-08,8.45144,80.06767,8.45059,80.06835,GPS Auto-Tag,120.1,86.1,High,True
EVT21316,Private Wedding,U13312,Nuwara Eliya Tea Factory Tour,Nuwara Eliya,Central,2024-05-31,6.97516,80.76905,6.96656,80.76904,Manual Map Pin,954.6,30.3,Low,False
EVT21317,Live Music Night,U14558,Kumana Bird Sanctuary,Ampara,Eastern,2025-12-18,6.55967,81.65445,6.55718,81.65494,GPS Auto-Tag,281.4,70.3,Medium,True
EVT21318,Temple/Kovil Special Pooja,U06984,Udawalawe Elephant Transit Home,Ratnapura,Sabaragamuwa,2024-02-18,6.42042,80.88211,6.42205,80.88386,GPS Auto-Tag,265.0,71.8,Medium,True
EVT21319,Private Wedding,U17280,Wadduwa Beach Escape,Kalutara,Western,2024-08-27,6.64149,79.92675,6.64866,79.93005,Typed Address,875.2,33.5,Low,False
EVT21320,Corporate Retreat Event,U15563,Thalangama Wetland Birdwatching,Colombo,Western,2023-08-05,6.89093,79.93845,6.89142,79.93705,GPS Auto-Tag,163.5,81.5,Medium,True
EVT21321,Beach Party,U08124,Hakgala Botanical Garden,Nuwara Eliya,Central,2023-09-18,6.91534,80.77648,6.95957,80.8576,Typed Address,10198.9,0.0,Very Low,False
EVT21322,Beach Party,U06434,Gal Oya Boat Safari,Ampara,Eastern,2025-04-16,7.16869,81.44701,7.1685,81.43052,Manual Map Pin,1816.4,10.3,Very Low,False
EVT21323,Food & Craft Fair,U11072,Kitulgala White Water Rafting,Kegalle,Sabaragamuwa,2024-11-17,6.99361,80.4218,6.98891,80.40652,Manual Map Pin,1761.6,11.1,Very Low,False
EVT21324,Pop-up Local Festival,U05218,Pigeon Island Snorkeling,Trincomalee,Eastern,2024-11-03,8.71476,81.20297,8.69765,81.20253,Manual Map Pin,1900.0,9.3,Very Low,False
EVT21325,Pop-up Local Festival,U01066,Horton Plains Cloud Forest Eco Walk,Nuwara Eliya,Central,2023-10-06,6.81018,80.79421,6.82684,80.76878,Typed Address,3357.9,1.5,Very Low,False
EVT21326,Beach Party,U04934,Thalangama Wetland Birdwatching,Colombo,Western,2023-06-23,6.87168,79.93495,6.87478,79.93516,GPS Auto-Tag,344.9,65.0,Medium,True
EVT21327,Private Wedding,U15486,Wadduwa Beach Escape,Kalutara,Western,2025-05-25,6.64717,79.92642,6.65218,79.94913,Typed Address,2564.0,4.1,Very Low,False
EVT21328,Private Wedding,U15911,Thalangama Wetland Birdwatching,Colombo,Western,2023-05-28,6.88906,79.93211,6.86882,79.94196,Typed Address,2495.3,4.4,Very Low,False
EVT21329,Private Wedding,U00792,"New Year's Eve Countdown, Galle Face",Colombo,Western,2025-06-25,6.93199,79.83857,6.93914,79.83863,Manual Map Pin,794.2,37.1,Low,False
EVT21330,Full Moon Party,U04317,Panama-Kudumbigala Eco Reserve,Ampara,Eastern,2023-10-23,6.88973,81.78611,6.91337,81.76615,Typed Address,3424.5,1.4,Very Low,False
EVT21331,Corporate Retreat Event,U09358,Wilpattu National Park Safari,Puttalam,North Western,2023-03-10,8.47173,80.0528,8.47381,80.05193,GPS Auto-Tag,250.0,73.2,Medium,True
EVT21332,Food & Craft Fair,U14277,Adam's Peak (Sri Pada) Climb,Ratnapura,Sabaragamuwa,2024-01-17,6.81388,80.50471,6.7737,80.50717,Typed Address,4468.7,0.4,Very Low,False
EVT21333,Beach Party,U05000,Hakgala Botanical Garden,Nuwara Eliya,Central,2023-08-08,6.91642,80.78675,6.91512,80.78846,GPS Auto-Tag,237.5,74.3,Medium,True
EVT21334,Village Perahera,U10532,Ambalangoda Mask Museum,Galle,Southern,2023-02-14,6.23574,80.04766,6.23226,80.04708,Manual Map Pin,391.0,61.3,Medium,True
EVT21335,Beach Party,U01669,Kanniya Hot Springs,Trincomalee,Eastern,2024-03-26,8.60224,81.16337,8.60243,81.16327,GPS Auto-Tag,24.4,97.0,High,True
EVT21336,Temple/Kovil Special Pooja,U03432,Mulkirigala Rock Monastery,Hambantota,Southern,2024-12-08,6.1661,80.87222,6.1578,80.85828,Manual Map Pin,1794.0,10.6,Very Low,False
EVT21337,Beach Party,U11422,Diyasaru Wetland Park,Colombo,Western,2024-10-28,6.89233,79.91797,6.91925,79.91333,Typed Address,3030.9,2.3,Very Low,False
EVT21338,Temple/Kovil Special Pooja,U02243,Hurulu Eco Park,Polonnaruwa,North Central,2023-09-24,8.16702,80.90061,8.16196,80.88973,Manual Map Pin,1320.5,19.2,Very Low,False
EVT21339,Beach Party,U05573,Kochchikade St. Anthony's Feast,Colombo,Western,2023-06-02,6.94997,79.85008,6.95384,79.84581,Typed Address,637.2,45.1,Low,False
EVT21340,Live Music Night,U00113,Wasgamuwa National Park Safari,Matale/Polonnaruwa,Central,2025-06-08,7.78449,80.92609,7.78381,80.92773,GPS Auto-Tag,196.0,78.3,Medium,True
EVT21341,Community New Year Carnival,U16312,Kandy Lake Evening Walk,Kandy,Central,2024-11-21,7.29123,80.62009,7.29028,80.61878,GPS Auto-Tag,178.1,80.0,Medium,True
EVT21342,Village Perahera,U10248,Anawilundawa Ramsar Wetland,Puttalam,North Western,2023-04-25,7.73182,79.81183,7.7275,79.79711,Manual Map Pin,1688.2,12.1,Very Low,False
EVT21343,Community New Year Carnival,U06116,Deepavali Festival (Colombo Kovils),Colombo,Western,2025-01-10,6.88213,79.86625,6.88277,79.86822,GPS Auto-Tag,228.8,75.1,Medium,True
EVT21344,Community New Year Carnival,U10794,Kalpitiya Dolphin Watching Eco Tour,Puttalam,North Western,2024-01-12,8.24574,79.76166,8.24739,79.77583,Manual Map Pin,1568.0,14.1,Very Low,False
EVT21345,Community New Year Carnival,U10246,Kumana Bird Sanctuary,Ampara,Eastern,2025-03-20,6.57335,81.66525,6.57198,81.66528,GPS Auto-Tag,151.3,82.8,Medium,True
EVT21346,Live Music Night,U06407,Minneriya-Kaudulla Elephant Corridor,Polonnaruwa,North Central,2025-08-28,8.06727,80.93492,8.0272,80.87606,Typed Address,7850.6,0.0,Very Low,False
EVT21347,Temple/Kovil Special Pooja,U16127,Arugam Bay Surfing,Ampara,Eastern,2025-09-15,6.85299,81.83269,6.82477,81.85133,Manual Map Pin,3745.4,0.9,Very Low,False
EVT21348,Pop-up Local Festival,U02758,Kalpitiya Dolphin Watching Eco Tour,Puttalam,North Western,2024-11-24,8.22201,79.77177,8.2193,79.78534,Typed Address,1520.5,14.9,Very Low,False
EVT21349,Private Wedding,U17306,Galle Fort Walking Tour,Galle,Southern,2024-03-21,6.03169,80.21214,6.0279,80.20204,Manual Map Pin,1191.7,22.5,Very Low,False
EVT21350,Food & Craft Fair,U13304,Vesak Festival (Colombo & Island-wide),Colombo,Western,2024-09-17,6.93533,79.85424,6.93354,79.85509,GPS Auto-Tag,220.4,75.9,Medium,True
EVT21351,Temple/Kovil Special Pooja,U01797,"New Year's Eve Countdown, Galle Face",Colombo,Western,2024-08-31,6.91837,79.85017,6.91723,79.84904,GPS Auto-Tag,176.3,80.2,Medium,True
EVT21352,Village Perahera,U09750,Wadduwa Beach Escape,Kalutara,Western,2023-12-30,6.65696,79.91792,6.65828,79.91894,GPS Auto-Tag,185.1,79.3,Medium,True
EVT21353,Pop-up Local Festival,U13007,Kanneliya Rainforest Reserve,Galle,Southern,2024-10-02,6.24487,80.34974,6.24458,80.35111,GPS Auto-Tag,154.1,82.5,Medium,True
EVT21354,Community New Year Carnival,U09545,Kanniya Hot Springs,Trincomalee,Eastern,2023-01-16,8.6131,81.15775,8.61554,81.15787,GPS Auto-Tag,270.5,71.3,Medium,True
EVT21355,Food & Craft Fair,U11420,Sinharaja Forest Reserve Nature Walk,Ratnapura/Galle,Sabaragamuwa,2025-07-23,6.39639,80.51057,6.39364,80.51061,GPS Auto-Tag,305.5,68.3,Medium,True
EVT21356,Village Perahera,U16452,Madunagala Hot Springs,Hambantota,Southern,2025-08-10,6.23713,81.22876,6.23442,81.2302,GPS Auto-Tag,340.3,65.4,Medium,True
EVT21357,Pop-up Local Festival,U05703,Udawalawe National Park Safari,Ratnapura/Moneragala,Sabaragamuwa,2023-10-01,6.46951,80.87479,6.4654,80.81009,Typed Address,7150.4,0.0,Very Low,False
EVT21358,Food & Craft Fair,U00069,Galle Fort Walking Tour,Galle,Southern,2024-09-19,6.03822,80.216,6.04571,80.20086,Manual Map Pin,1866.9,9.7,Very Low,False
EVT21359,Food & Craft Fair,U07552,Hurulu Eco Park,Polonnaruwa,North Central,2024-01-07,8.16984,80.88293,8.15756,80.91304,Typed Address,3578.1,1.1,Very Low,False
EVT21360,Village Perahera,U03072,Haputale Viewpoint & Tea Estates,Badulla,Uva,2024-02-11,6.76263,80.93226,6.76461,80.93004,GPS Auto-Tag,328.5,66.3,Medium,True
EVT21361,Temple/Kovil Special Pooja,U06788,Kandy Lake Evening Walk,Kandy,Central,2024-12-01,7.27784,80.65159,7.36899,80.65163,Typed Address,10117.1,0.0,Very Low,False
EVT21362,Corporate Retreat Event,U15735,Kandy Esala Perahera,Kandy,Central,2024-01-20,7.30226,80.649,7.29976,80.65051,GPS Auto-Tag,322.9,66.8,Medium,True
EVT21363,Village Perahera,U17648,Ritigala Forest Monastery,Anuradhapura,North Central,2025-05-23,8.10756,80.64251,8.11329,80.63294,Manual Map Pin,1229.4,21.5,Very Low,False
EVT21364,Live Music Night,U17524,Peak Wilderness Sanctuary Trek,Ratnapura,Sabaragamuwa,2023-03-09,6.8069,80.50349,6.73659,80.56598,Typed Address,10408.6,0.0,Very Low,False
EVT21365,Full Moon Party,U02547,"Christmas Celebrations, Negombo",Gampaha,Western,2024-07-26,7.20036,79.83974,7.19961,79.84112,GPS Auto-Tag,172.6,80.6,Medium,True
EVT21366,Private Wedding,U17458,Peak Wilderness Sanctuary Trek,Ratnapura,Sabaragamuwa,2024-02-26,6.80645,80.48396,6.80481,80.48463,GPS Auto-Tag,196.6,78.2,Medium,True
EVT21367,Corporate Retreat Event,U07744,Knuckles Mountain Range Trekking,Kandy/Matale,Central,2024-03-20,7.4543,80.79996,7.45446,80.79958,GPS Auto-Tag,46.0,94.4,High,True
EVT21368,Live Music Night,U07756,Bogoda Wooden Bridge,Badulla,Uva,2025-05-21,6.96538,81.01316,6.96509,81.01289,GPS Auto-Tag,44.0,94.6,High,True
EVT21369,Community New Year Carnival,U11483,Deepavali Festival (Colombo Kovils),Colombo,Western,2023-08-13,6.87296,79.85416,6.86621,79.87167,Typed Address,2070.4,7.5,Very Low,False
EVT21370,Live Music Night,U02592,Hikkaduwa Diving & Surfing,Galle,Southern,2025-10-14,6.14083,80.10728,6.13914,80.10771,GPS Auto-Tag,193.3,78.5,Medium,True
EVT21371,Community New Year Carnival,U08550,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2025-08-18,7.44842,80.76987,7.42708,80.76729,Manual Map Pin,2386.5,5.1,Very Low,False
EVT21372,Full Moon Party,U01281,Nallur Festival (Nallur Kandaswamy Kovil),Jaffna,Northern,2023-12-21,9.6828,80.02969,9.68372,80.0352,Manual Map Pin,612.0,46.5,Low,False
EVT21373,Village Perahera,U06663,Muhudu Maha Vihara,Hambantota,Southern,2023-03-08,6.33674,81.46735,6.37204,81.5343,Typed Address,8360.8,0.0,Very Low,False
EVT21374,Live Music Night,U01075,Mirissa Whale Watching & Beach,Matara,Southern,2024-08-28,5.94302,80.45601,5.9447,80.45608,GPS Auto-Tag,186.6,79.2,Medium,True
EVT21375,Village Perahera,U17781,Kosgoda Turtle Hatchery,Galle,Southern,2025-04-07,6.07953,79.99733,6.08012,79.99708,GPS Auto-Tag,70.5,91.6,High,True
EVT21376,Temple/Kovil Special Pooja,U11425,Kalametiya Bird Sanctuary,Hambantota,Southern,2025-12-06,6.06592,80.94708,6.0107,81.02666,Typed Address,10711.2,0.0,Very Low,False
EVT21377,Pop-up Local Festival,U05400,Delft Island,Jaffna,Northern,2025-06-02,9.53022,79.66373,9.52757,79.66147,GPS Auto-Tag,384.5,61.8,Medium,True
EVT21378,Community New Year Carnival,U13419,Delft Wild Pony Eco Tour,Jaffna,Northern,2023-12-07,9.54224,79.67895,9.53332,79.68504,Manual Map Pin,1193.7,22.5,Very Low,False
EVT21379,Community New Year Carnival,U10214,Laxapana Falls Trek,Nuwara Eliya,Central,2024-07-15,6.92159,80.49643,6.91701,80.5145,Manual Map Pin,2054.3,7.7,Very Low,False
EVT21380,Temple/Kovil Special Pooja,U14902,Diyasaru Wetland Park,Colombo,Western,2024-05-13,6.89014,79.90607,6.89037,79.906,GPS Auto-Tag,26.7,96.7,High,True
EVT21381,Private Wedding,U02293,Lipton's Seat Viewpoint,Badulla,Uva,2023-03-19,6.80277,81.07488,6.80127,81.07203,Manual Map Pin,355.8,64.1,Medium,True
EVT21382,Corporate Retreat Event,U02043,Nainativu & Nagadeepa,Jaffna,Northern,2023-03-23,9.58744,79.79105,9.55492,79.85097,Typed Address,7486.4,0.0,Very Low,False
EVT21383,Food & Craft Fair,U09979,Kosgoda Turtle Hatchery,Galle,Southern,2023-09-01,6.06273,80.02294,6.0602,80.02238,GPS Auto-Tag,287.7,69.8,Medium,True
EVT21384,Food & Craft Fair,U12795,Yapahuwa Rock Fortress,Kurunegala,North Western,2024-09-20,7.82623,80.2138,7.82776,80.21428,GPS Auto-Tag,177.9,80.1,Medium,True
EVT21385,Food & Craft Fair,U11581,Pasikuda Beach,Batticaloa,Eastern,2023-09-16,7.9225,81.56629,7.96038,81.57736,Typed Address,4377.5,0.4,Very Low,False
EVT21386,Village Perahera,U08508,Mannar Bird Migration Watching,Mannar,Northern,2024-04-30,8.97306,79.90649,8.97412,79.90672,GPS Auto-Tag,120.9,86.0,High,True
EVT21387,Temple/Kovil Special Pooja,U00764,Gal Oya Boat Safari,Ampara,Eastern,2023-08-01,7.17587,81.45595,7.16442,81.45137,Manual Map Pin,1367.2,18.1,Very Low,False
EVT21388,Community New Year Carnival,U15295,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2024-04-11,7.46476,80.76056,7.45043,80.77663,Manual Map Pin,2379.0,5.1,Very Low,False
EVT21389,Live Music Night,U14280,Yala National Park Safari,Hambantota,Southern,2023-04-17,6.37549,81.53706,6.3696,81.52725,Manual Map Pin,1264.2,20.6,Very Low,False
EVT21390,Community New Year Carnival,U15279,Trincomalee Whale Watching,Trincomalee,Eastern,2025-06-23,8.5619,81.24446,8.56335,81.24296,GPS Auto-Tag,231.1,74.9,Medium,True
EVT21391,Village Perahera,U08260,Minneriya-Kaudulla Elephant Corridor,Polonnaruwa,North Central,2023-05-11,8.04435,80.95457,8.04276,80.95026,Manual Map Pin,504.9,53.2,Low,False
EVT21392,Village Perahera,U03495,Sinharaja Rainforest Trekking,Ratnapura/Galle,Sabaragamuwa,2023-09-24,6.3946,80.50173,6.36887,80.48167,Typed Address,3613.3,1.1,Very Low,False
EVT21393,Full Moon Party,U09714,Sinharaja Rainforest Trekking,Ratnapura/Galle,Sabaragamuwa,2023-12-24,6.39262,80.50182,6.39214,80.50176,GPS Auto-Tag,52.9,93.6,High,True
EVT21394,Community New Year Carnival,U06482,Laxapana Falls Trek,Nuwara Eliya,Central,2023-10-07,6.94533,80.50297,6.95208,80.51124,Manual Map Pin,1180.1,22.9,Very Low,False
EVT21395,Community New Year Carnival,U10418,Weligama Surf School,Matara,Southern,2023-01-12,5.97379,80.43375,5.9742,80.434,GPS Auto-Tag,53.7,93.5,High,True
EVT21396,Private Wedding,U08959,Diyasaru Wetland Park,Colombo,Western,2024-06-22,6.90031,79.91942,6.87949,79.92145,Typed Address,2321.3,5.5,Very Low,False
EVT21397,Live Music Night,U05880,Ritigala Forest Monastery,Anuradhapura,North Central,2023-06-01,8.10402,80.66214,8.10437,80.66347,GPS Auto-Tag,151.6,82.7,Medium,True
EVT21398,Private Wedding,U02711,Laxapana Falls Trek,Nuwara Eliya,Central,2023-04-20,6.92371,80.50715,6.92313,80.50695,GPS Auto-Tag,67.8,91.9,High,True
EVT21399,Beach Party,U00240,Arugam Bay Surfing,Ampara,Eastern,2023-09-14,6.84092,81.83001,6.83896,81.82928,GPS Auto-Tag,231.8,74.8,Medium,True
EVT21400,Private Wedding,U13253,Delft Island,Jaffna,Northern,2024-08-13,9.53517,79.66592,9.55195,79.66396,Manual Map Pin,1874.9,9.6,Very Low,False
EVT21401,Pop-up Local Festival,U16789,Meemure Village,Kandy,Central,2025-07-20,7.4707,80.80394,7.48956,80.85691,Typed Address,6194.4,0.0,Very Low,False
EVT21402,Live Music Night,U11458,Bogoda Wooden Bridge,Badulla,Uva,2024-06-17,6.95442,81.02901,6.9545,81.02991,GPS Auto-Tag,100.5,88.2,High,True
EVT21403,Village Perahera,U15507,Haputale Viewpoint & Tea Estates,Badulla,Uva,2025-11-17,6.76202,80.94431,6.79333,80.88347,Typed Address,7553.0,0.0,Very Low,False
EVT21404,Community New Year Carnival,U13317,Wewurukannala & Buduruwagala Carvings,Badulla/Monaragala,Uva,2025-04-20,6.71547,81.16458,6.71727,81.16725,GPS Auto-Tag,356.5,64.0,Medium,True
EVT21405,Live Music Night,U17197,Hurulu Eco Park,Polonnaruwa,North Central,2024-08-29,8.16694,80.88475,8.1649,80.88571,GPS Auto-Tag,250.7,73.1,Medium,True
EVT21406,Corporate Retreat Event,U17637,Wasgamuwa National Park Safari,Matale/Polonnaruwa,Central,2023-03-13,7.77699,80.93444,7.82694,80.94677,Typed Address,5708.3,0.1,Very Low,False
EVT21407,Food & Craft Fair,U02296,Thalangama Wetland Birdwatching,Colombo,Western,2025-02-24,6.86778,79.90942,6.8694,79.89824,Manual Map Pin,1244.9,21.1,Very Low,False
EVT21408,Private Wedding,U08587,Kalpitiya Kite Surfing,Puttalam,North Western,2025-12-22,8.22511,79.7703,8.22152,79.76364,Manual Map Pin,833.4,35.3,Low,False
EVT21409,Community New Year Carnival,U12309,Meemure Village,Kandy,Central,2024-06-06,7.47228,80.79636,7.47263,80.79808,GPS Auto-Tag,193.5,78.5,Medium,True
EVT21410,Full Moon Party,U16276,Madu Ganga Mangrove Boat Tour,Galle,Southern,2025-06-03,6.27305,80.04218,6.1884,80.03691,Typed Address,9413.2,0.0,Very Low,False
EVT21411,Village Perahera,U01887,Sinhala & Tamil New Year Village Games,Anuradhapura,North Central,2025-06-16,8.31789,80.39198,8.31708,80.39214,GPS Auto-Tag,92.0,89.1,High,True
EVT21412,Temple/Kovil Special Pooja,U01226,Mannar Bird Migration Watching,Mannar,Northern,2023-11-28,9.00106,79.90668,8.99988,79.90651,GPS Auto-Tag,132.2,84.8,Medium,True
EVT21413,Pop-up Local Festival,U10755,Dowa Rock Temple,Badulla,Uva,2025-11-24,6.86439,81.03992,6.86776,81.04248,GPS Auto-Tag,467.8,55.7,Low,False
EVT21414,Food & Craft Fair,U02056,Peak Wilderness Sanctuary Trek,Ratnapura,Sabaragamuwa,2024-07-31,6.80003,80.50967,6.79804,80.50793,GPS Auto-Tag,293.0,69.3,Medium,True
EVT21415,Corporate Retreat Event,U02294,Gal Oya Kudugala Village Eco Trek,Ampara,Eastern,2024-06-26,7.16909,81.43911,7.16955,81.4392,GPS Auto-Tag,52.0,93.7,High,True
EVT21416,Private Wedding,U01947,Ravana Caves & Ella Wala Pool,Badulla,Uva,2025-02-14,6.83421,81.03328,6.84531,81.0956,Typed Address,6977.8,0.0,Very Low,False
EVT21417,Full Moon Party,U00849,Royal Botanical Garden Peradeniya,Kandy,Central,2024-12-06,7.25847,80.60191,7.22151,80.57936,Typed Address,4795.1,0.2,Very Low,False
EVT21418,Beach Party,U03862,Sera Ella Waterfall,Matale,Central,2023-05-28,7.53355,80.68073,7.5526,80.67178,Manual Map Pin,2332.9,5.4,Very Low,False
EVT21419,Food & Craft Fair,U12286,Vesak Festival (Colombo & Island-wide),Colombo,Western,2023-04-11,6.9146,79.85047,6.91723,79.85046,GPS Auto-Tag,291.4,69.5,Medium,True
EVT21420,Full Moon Party,U15576,Kanneliya Rainforest Reserve,Galle,Southern,2024-08-11,6.23154,80.3475,6.22992,80.34719,GPS Auto-Tag,183.0,79.6,Medium,True
EVT21421,Live Music Night,U10555,Victoria Park Nuwara Eliya,Nuwara Eliya,Central,2023-01-27,6.96768,80.75971,6.97499,80.75183,Manual Map Pin,1188.7,22.6,Very Low,False
EVT21422,Beach Party,U05710,Arugam Bay Surfing,Ampara,Eastern,2023-01-05,6.85385,81.83711,6.85482,81.8346,GPS Auto-Tag,297.1,69.0,Medium,True
EVT21423,Food & Craft Fair,U15651,Induruwa Turtle Conservation,Galle,Southern,2025-03-21,6.03589,80.03136,6.03755,80.03057,GPS Auto-Tag,204.1,77.5,Medium,True
EVT21424,Community New Year Carnival,U17077,Knuckles Conservation Forest Walk,Kandy/Matale,Central,2025-09-04,7.46891,80.79165,7.46911,80.792,GPS Auto-Tag,45.1,94.5,High,True
EVT21425,Beach Party,U11758,Royal Botanical Garden Peradeniya,Kandy,Central,2024-06-04,7.27041,80.59876,7.29179,80.61049,Manual Map Pin,2702.9,3.4,Very Low,False
EVT21426,Full Moon Party,U05340,Pigeon Island Snorkeling,Trincomalee,Eastern,2023-08-30,8.71042,81.21063,8.71018,81.21514,Manual Map Pin,495.7,53.8,Low,False
EVT21427,Temple/Kovil Special Pooja,U04551,Hakgala Botanical Garden,Nuwara Eliya,Central,2023-03-04,6.89717,80.78031,6.8956,80.78186,GPS Auto-Tag,244.0,73.7,Medium,True
EVT21428,Corporate Retreat Event,U01430,Diyasaru Wetland Park,Colombo,Western,2024-08-20,6.88704,79.91993,6.88867,79.92084,GPS Auto-Tag,206.9,77.2,Medium,True
EVT21429,Food & Craft Fair,U17020,Wasgamuwa National Park Safari,Matale/Polonnaruwa,Central,2024-07-02,7.79479,80.93275,7.80335,80.99308,Typed Address,6702.5,0.0,Very Low,False
EVT21430,Live Music Night,U05259,Gal Oya Boat Safari,Ampara,Eastern,2024-10-02,7.14983,81.45772,7.14964,81.45695,GPS Auto-Tag,87.3,89.7,High,True
EVT21431,Community New Year Carnival,U14293,Ramboda Falls Visit,Nuwara Eliya,Central,2023-12-28,7.03749,80.70654,7.03833,80.70639,GPS Auto-Tag,95.3,88.8,High,True
EVT21432,Corporate Retreat Event,U03975,Ramboda Falls Visit,Nuwara Eliya,Central,2023-01-22,7.03117,80.69602,7.03445,80.69857,Manual Map Pin,460.2,56.3,Low,False
EVT21433,Private Wedding,U10595,Wadduwa Beach Escape,Kalutara,Western,2025-06-25,6.6479,79.92187,6.64807,79.91991,GPS Auto-Tag,216.9,76.3,Medium,True
EVT21434,Full Moon Party,U06628,Polonnaruwa Cycling Tour,Polonnaruwa,North Central,2023-12-26,7.9524,81.02686,7.95226,81.02671,GPS Auto-Tag,23.2,97.1,High,True
EVT21435,Full Moon Party,U04426,Ambalangoda Mask Museum,Galle,Southern,2025-11-22,6.24349,80.05731,6.26307,80.05666,Typed Address,2174.3,6.6,Very Low,False
EVT21436,Full Moon Party,U12475,Gal Oya Boat Safari,Ampara,Eastern,2025-08-10,7.15604,81.44505,7.15447,81.4366,Manual Map Pin,946.6,30.6,Low,False
EVT21437,Temple/Kovil Special Pooja,U17913,Dowa Rock Temple,Badulla,Uva,2024-01-14,6.88235,81.05946,6.88283,81.06066,GPS Auto-Tag,142.9,83.6,Medium,True
EVT21438,Live Music Night,U03563,Royal Botanical Garden Peradeniya,Kandy,Central,2023-08-09,7.28416,80.59422,7.27988,80.68042,Typed Address,9502.7,0.0,Very Low,False
EVT21439,Community New Year Carnival,U16770,Sera Ella Waterfall,Matale,Central,2023-06-08,7.53711,80.69085,7.53021,80.69267,Manual Map Pin,791.7,37.2,Low,False
EVT21440,Temple/Kovil Special Pooja,U06045,Bentota River Safari & Beach,Galle,Southern,2025-04-20,6.42391,80.00747,6.4213,80.01522,Manual Map Pin,903.7,32.3,Low,False
EVT21441,Community New Year Carnival,U16650,Hakgala Botanical Garden,Nuwara Eliya,Central,2023-07-27,6.9226,80.78979,6.92185,80.78949,GPS Auto-Tag,89.3,89.4,High,True
EVT21442,Temple/Kovil Special Pooja,U11154,Muhudu Maha Vihara,Hambantota,Southern,2023-04-06,6.33274,81.4526,6.33075,81.45055,GPS Auto-Tag,315.8,67.4,Medium,True
EVT21443,Live Music Night,U09917,Kalametiya Bird Sanctuary,Hambantota,Southern,2023-06-21,6.06905,80.92045,6.07252,80.9197,Manual Map Pin,393.5,61.1,Medium,True
EVT21444,Temple/Kovil Special Pooja,U14264,Ramboda Falls Visit,Nuwara Eliya,Central,2024-05-31,7.05039,80.68098,7.03485,80.68838,Typed Address,1908.1,9.2,Very Low,False
EVT21445,Pop-up Local Festival,U05712,Polonnaruwa Cycling Tour,Polonnaruwa,North Central,2023-03-13,7.94054,81.00838,7.93729,81.00842,GPS Auto-Tag,360.8,63.7,Medium,True
EVT21446,Village Perahera,U12783,Meemure Village,Kandy,Central,2024-12-27,7.45185,80.80641,7.46074,80.80714,Manual Map Pin,990.1,29.0,Very Low,False
EVT21447,Food & Craft Fair,U17332,Yapahuwa Rock Fortress,Kurunegala,North Western,2024-02-16,7.8346,80.20111,7.84656,80.19284,Manual Map Pin,1609.5,13.4,Very Low,False
EVT21448,Private Wedding,U15270,Madu Ganga Mangrove Boat Tour,Galle,Southern,2025-03-10,6.25796,80.06437,6.2817,80.09192,Typed Address,4023.0,0.7,Very Low,False
EVT21449,Temple/Kovil Special Pooja,U16395,Yala National Park Safari,Hambantota,Southern,2025-08-17,6.38131,81.51785,6.38138,81.51709,GPS Auto-Tag,83.8,90.1,High,True
EVT21450,Live Music Night,U10181,Bopath Ella Falls Trek,Ratnapura,Sabaragamuwa,2024-01-06,6.74009,80.36413,6.74097,80.36238,GPS Auto-Tag,215.9,76.3,Medium,True
